Id,SalePrice
1461,103734.52
1462,142106.3
1463,159766.77
1464,159503.36
1465,190083.47
1466,179379.34
1467,260037.67
1468,162812.88
1469,138454.66
1470,128964.484
1471,183799.28
1472,127342.91
1473,98811.484
1474,126052.484
1475,120716.31
1476,286226.8
1477,262821.78
1478,276819.84
1479,271361.78
1480,336657.88
1481,214349.75
1482,198706.14
1483,219143.33
1484,177309.2
1485,173717.62
1486,223076.95
1487,240707.11
1488,218450.16
1489,241507.03
1490,215930.42
1491,171918.98
1492,114358.26
1493,245607.25
1494,239709.75
1495,187725.0
1496,197421.22
1497,164164.58
1498,192534.88
1499,138505.1
1500,141606.53
1501,126571.31
1502,141015.08
1503,229453.3
1504,209499.75
1505,198008.47
1506,153462.92
1507,178857.94
1508,160590.81
1509,153611.81
1510,131809.78
1511,139701.42
1512,144781.56
1513,153582.77
1514,347678.4
1515,166124.89
1516,141807.61
1517,215802.58
1518,131842.16
1519,193058.1
1520,114877.016
1521,132924.69
1522,149854.64
1523,100378.85
1524,102431.59
1525,156980.97
1526,129670.34
1527,207660.44
1528,189787.31
1529,117150.234
1530,208446.81
1531,106747.14
1532,140874.56
1533,123509.81
1534,248267.56
1535,191599.88
1536,95068.055
1537,110959.555
1538,289619.44
1539,298738.53
1540,122890.49
1541,128211.41
1542,136545.62
1543,171035.84
1544,126888.31
1545,107410.83
1546,73419.03
1547,116597.22
1548,170732.16
1549,181338.44
1550,102334.734
1551,107322.02
1552,120487.56
1553,318250.84
1554,169557.56
1555,124257.016
1556,141154.42
1557,170256.4
1558,102382.89
1559,104777.59
1560,222503.62
1561,144667.16
1562,176050.36
1563,108277.11
1564,144510.78
1565,131158.78
1566,263889.44
1567,119830.55
1568,174626.03
1569,177263.48
1570,176926.5
1571,136535.03
1572,177352.6
1573,312884.9
1574,168610.2
1575,181412.16
1576,187621.72
1577,171749.47
1578,298897.25
1579,168816.2
1580,172142.23
1581,174476.89
1582,128577.46
1583,168118.12
1584,181679.03
1585,154637.44
1586,187230.3
1587,139968.25
1588,121577.91
1589,188501.94
1590,145811.12
1591,92291.625
1592,133157.9
1593,118950.195
1594,158027.81
1595,130491.72
1596,169770.23
1597,169906.73
1598,174822.14
1599,203394.47
1600,192186.92
1601,163212.81
1602,135027.78
1603,133467.02
1604,180504.22
1605,177201.92
1606,187320.77
1607,175091.0
1608,208980.52
1609,222043.75
1610,158918.05
1611,161204.66
1612,191403.78
1613,177679.64
1614,118166.88
1615,121133.05
1616,92807.54
1617,102396.805
1618,207252.16
1619,151500.55
1620,162583.89
1621,150575.69
1622,150656.62
1623,181941.39
1624,184600.38
1625,102350.2
1626,153211.22
1627,154683.92
1628,222295.23
1629,220499.83
1630,204819.62
1631,196688.16
1632,179808.02
1633,170741.8
1634,162553.4
1635,160098.66
1636,162253.25
1637,213934.06
1638,157230.44
1639,171895.44
1640,214514.27
1641,183201.89
1642,171109.9
1643,191366.02
1644,190190.6
1645,189609.89
1646,177218.42
1647,124932.17
1648,124734.76
1649,127093.13
1650,139953.25
1651,194676.38
1652,118953.19
1653,129648.95
1654,125944.33
1655,137778.9
1656,130224.71
1657,168219.42
1658,137539.22
1659,155942.88
1660,193310.14
1661,222739.31
1662,273607.28
1663,245792.88
1664,194878.67
1665,269197.38
1666,294852.34
1667,264475.4
1668,335762.38
1669,194711.75
1670,276850.62
1671,221483.67
1672,281764.66
1673,226044.3
1674,223096.42
1675,202846.0
1676,174085.66
1677,179660.67
1678,320372.2
1679,232844.16
1680,315177.72
1681,199783.16
1682,247738.53
1683,184258.5
1684,151080.47
1685,163337.83
1686,170237.8
1687,180648.89
1688,166591.89
1689,188549.2
1690,179082.45
1691,167580.5
1692,210594.0
1693,158217.86
1694,166232.47
1695,161366.45
1696,193206.47
1697,179694.11
1698,216375.55
1699,229218.81
1700,169936.0
1701,179689.69
1702,207888.72
1703,196243.38
1704,212645.55
1705,256915.6
1706,173306.14
1707,227091.27
1708,183610.7
1709,269440.78
1710,202386.84
1711,194598.36
1712,269693.7
1713,225413.28
1714,199020.67
1715,194391.22
1716,163989.45
1717,148955.47
1718,171292.64
1719,180550.81
1720,204117.1
1721,159813.39
1722,153046.31
1723,158565.97
1724,225715.47
1725,177641.33
1726,137759.03
1727,174204.73
1728,139150.88
1729,161741.72
1730,172701.9
1731,93991.625
1732,115240.25
1733,108718.16
1734,169249.34
1735,189282.64
1736,110090.36
1737,188789.38
1738,185365.38
1739,181932.94
1740,194981.94
1741,152681.73
1742,137405.48
1743,154167.02
1744,203594.19
1745,151264.06
1746,178741.23
1747,159905.52
1748,171504.52
1749,131411.19
1750,141270.53
1751,176168.4
1752,123134.95
1753,133531.6
1754,173795.4
1755,137170.34
1756,129252.81
1757,109897.4
1758,98103.055
1759,99050.65
1760,167009.16
1761,151915.44
1762,132416.8
1763,150457.11
1764,119104.33
1765,129642.66
1766,148660.81
1767,264295.8
1768,137033.42
1769,119693.0
1770,224127.94
1771,154818.42
1772,112444.22
1773,141742.89
1774,124626.26
1775,136935.11
1776,152407.58
1777,130650.53
1778,220620.72
1779,108293.805
1780,205613.34
1781,127937.08
1782,76930.99
1783,201854.95
1784,234984.17
1785,160375.2
1786,169358.58
1787,221881.77
1788,101917.69
1789,136096.81
1790,123041.19
1791,133266.55
1792,132044.06
1793,136221.86
1794,233747.23
1795,113776.99
1796,88480.78
1797,72176.23
1798,142445.66
1799,139555.81
1800,153478.58
1801,181760.02
1802,185901.12
1803,133695.11
1804,166958.83
1805,134378.58
1806,354086.62
1807,165031.27
1808,201780.64
1809,265410.25
1810,109520.13
1811,129593.07
1812,175175.64
1813,138655.4
1814,144355.88
1815,100395.05
1816,107010.07
1817,116969.31
1818,147615.75
1819,215037.42
1820,111714.59
1821,148052.19
1822,196621.0
1823,134922.25
1824,134735.44
1825,187038.55
1826,95613.74
1827,132991.12
1828,101595.15
1829,171419.67
1830,161491.33
1831,278777.7
1832,110674.305
1833,123753.89
1834,191608.58
1835,248022.72
1836,121828.836
1837,135747.67
1838,119338.266
1839,158988.73
1840,146211.11
1841,196538.44
1842,191716.25
1843,128366.08
1844,168107.36
1845,165371.44
1846,141966.9
1847,122804.81
1848,90768.76
1849,107866.086
1850,111984.734
1851,121697.555
1852,159882.67
1853,116357.7
1854,166618.84
1855,163557.0
1856,151484.6
1857,413764.88
1858,182598.25
1859,166809.33
1860,163676.44
1861,148738.53
1862,155103.62
1863,155390.53
1864,177355.12
1865,277801.5
1866,193693.0
1867,220012.34
1868,218987.55
1869,180858.73
1870,214889.81
1871,207825.5
1872,183761.38
1873,176022.92
1874,164416.39
1875,203057.23
1876,167319.03
1877,182294.1
1878,206231.06
1879,121261.47
1880,149427.1
1881,224807.33
1882,209440.72
1883,144130.9
1884,156655.02
1885,199880.66
1886,205979.38
1887,185492.42
1888,215838.1
1889,164042.25
1890,124044.734
1891,143480.55
1892,86214.766
1893,130169.32
1894,146633.38
1895,115174.805
1896,120687.41
1897,98239.34
1898,110938.914
1899,151252.58
1900,168750.92
1901,118442.95
1902,99310.52
1903,159758.42
1904,114106.84
1905,137113.12
1906,144621.6
1907,120018.55
1908,166537.67
1909,139071.83
1910,101953.73
1911,172995.83
1912,273228.1
1913,165525.4
1914,72550.016
1915,186204.22
1916,86765.99
1917,169328.66
1918,138139.98
1919,148338.6
1920,177865.58
1921,253532.84
1922,207840.33
1923,231424.23
1924,178603.48
1925,193490.97
1926,182599.75
1927,154993.14
1928,176571.95
1929,136345.05
1930,171934.69
1931,154436.14
1932,146592.78
1933,151250.53
1934,153399.4
1935,158704.95
1936,170042.64
1937,154288.7
1938,187732.05
1939,146701.47
1940,177080.88
1941,188890.14
1942,152415.44
1943,185986.6
1944,213682.56
1945,236022.88
1946,126828.3
1947,189574.84
1948,111556.91
1949,165341.84
1950,209518.39
1951,171301.02
1952,173727.16
1953,135183.92
1954,180428.06
1955,125567.984
1956,235117.75
1957,162630.58
1958,209951.06
1959,134092.53
1960,137286.42
1961,122479.28
1962,128632.375
1963,125006.84
1964,102745.74
1965,144541.92
1966,128188.34
1967,267740.75
1968,203807.39
1969,257944.16
1970,224292.28
1971,231818.31
1972,187674.22
1973,220092.03
1974,230399.14
1975,387187.7
1976,217303.88
1977,202386.23
1978,234989.34
1979,219660.95
1980,228195.34
1981,208142.97
1982,197978.77
1983,217215.69
1984,165158.12
1985,195699.42
1986,191467.88
1987,232907.53
1988,170902.5
1989,192972.1
1990,197336.88
1991,238165.62
1992,202021.94
1993,145497.75
1994,172058.64
1995,201453.12
1996,181849.11
1997,203950.3
1998,199528.52
1999,193176.12
2000,194297.67
2001,182629.38
2002,197735.73
2003,265854.56
2004,287398.9
2005,248788.06
2006,229203.66
2007,248492.55
2008,197066.45
2009,158050.12
2010,193611.2
2011,158112.8
2012,181741.72
2013,133556.31
2014,150818.44
2015,196089.7
2016,155072.12
2017,148070.78
2018,117598.62
2019,223621.72
2020,116877.44
2021,132644.22
2022,176364.7
2023,129289.0
2024,173087.61
2025,215095.95
2026,185378.64
2027,124209.72
2028,189812.89
2029,132435.33
2030,239796.73
2031,200091.84
2032,196865.1
2033,211984.12
2034,152030.95
2035,163822.6
2036,144975.31
2037,197247.81
2038,208005.17
2039,163996.12
2040,171675.55
2041,237482.19
2042,164385.6
2043,156629.12
2044,152013.1
2045,196430.62
2046,162869.34
2047,130229.6
2048,181323.31
2049,152876.06
2050,135624.45
2051,121865.78
2052,136925.23
2053,182929.44
2054,83790.14
2055,137377.58
2056,220666.5
2057,91905.875
2058,164058.06
2059,123914.1
2060,231249.92
2061,123107.31
2062,113007.586
2063,115793.65
2064,101043.65
2065,142865.34
2066,147881.1
2067,122060.7
2068,131003.17
2069,80602.04
2070,147687.0
2071,203827.92
2072,161361.58
2073,158553.2
2074,202774.16
2075,171956.7
