Id,SalePrice
1461,126904.25
1462,168009.44
1463,181781.22
1464,187348.4
1465,181594.39
1466,195024.02
1467,178891.73
1468,187142.67
1469,178355.62
1470,154852.77
1471,183931.2
1472,132713.28
1473,120150.805
1474,154751.1
1475,135599.47
1476,424238.5
1477,258777.23
1478,267190.12
1479,292814.78
1480,489005.7
1481,297540.53
1482,198512.61
1483,169977.33
1484,174794.45
1485,180181.66
1486,212290.16
1487,292288.06
1488,227540.31
1489,158216.08
1490,234163.7
1491,170241.86
1492,113910.945
1493,263019.06
1494,269905.97
1495,249125.9
1496,203664.77
1497,148424.22
1498,141228.38
1499,157398.14
1500,142054.6
1501,151204.17
1502,157067.53
1503,292854.88
1504,221928.84
1505,245002.0
1506,197634.78
1507,243234.81
1508,259903.22
1509,166105.9
1510,174058.16
1511,163692.12
1512,185706.67
1513,158898.95
1514,164484.97
1515,177057.42
1516,170874.89
1517,184807.86
1518,126370.56
1519,198887.2
1520,167157.89
1521,153418.31
1522,183803.05
1523,122914.45
1524,116556.63
1525,116611.23
1526,103645.5
1527,106952.83
1528,145877.47
1529,147784.38
1530,157837.2
1531,149971.28
1532,113295.72
1533,182584.31
1534,135286.94
1535,154156.61
1536,104256.29
1537,103095.88
1538,164579.66
1539,156660.06
1540,108959.54
1541,160457.38
1542,157913.22
1543,186857.42
1544,79177.57
1545,132162.56
1546,145100.33
1547,159575.88
1548,122975.375
1549,132033.02
1550,132506.9
1551,127678.86
1552,154253.5
1553,128668.59
1554,124487.96
1555,180937.7
1556,111446.21
1557,110868.64
1558,127341.28
1559,96631.27
1560,146805.66
1561,107601.39
1562,128310.01
1563,126940.234
1564,151403.14
1565,149298.19
1566,244394.67
1567,83787.61
1568,244288.0
1569,155685.62
1570,152186.28
1571,145168.75
1572,139310.44
1573,240803.42
1574,112128.89
1575,325533.56
1576,232256.17
1577,159242.6
1578,157008.89
1579,164267.7
1580,181877.48
1581,160312.06
1582,143415.34
1583,334919.66
1584,211371.19
1585,131247.14
1586,97622.42
1587,78762.5
1588,168413.48
1589,137539.77
1590,161555.53
1591,89037.91
1592,156166.19
1593,146543.17
1594,152388.06
1595,107557.53
1596,164241.52
1597,166072.84
1598,175387.88
1599,167071.53
1600,181805.06
1601,75623.86
1602,127589.04
1603,70661.75
1604,248292.6
1605,234756.42
1606,167297.89
1607,179632.78
1608,214064.4
1609,158456.28
1610,165558.88
1611,152869.89
1612,174326.92
1613,162466.36
1614,138510.47
1615,131526.11
1616,105679.89
1617,119432.516
1618,144152.16
1619,139134.4
1620,184465.53
1621,142719.6
1622,166111.14
1623,245643.3
1624,200909.03
1625,151538.25
1626,194744.92
1627,179399.84
1628,278167.44
1629,177318.53
1630,362040.06
1631,212225.0
1632,189610.08
1633,172595.28
1634,170421.55
1635,193074.33
1636,156598.38
1637,213854.92
1638,186367.84
1639,184345.53
1640,261091.05
1641,187449.19
1642,267738.94
1643,203434.94
1644,228939.19
1645,223336.4
1646,168744.2
1647,161099.08
1648,150475.6
1649,157013.89
1650,133475.42
1651,139871.47
1652,135978.42
1653,118088.58
1654,163584.03
1655,154393.16
1656,159843.23
1657,160446.19
1658,160213.75
1659,133254.9
1660,159183.84
1661,459429.0
1662,306576.47
1663,418610.2
1664,348870.75
1665,283662.12
1666,293646.16
1667,355930.6
1668,437326.56
1669,225701.98
1670,340845.06
1671,252728.72
1672,364202.06
1673,294732.25
1674,266988.34
1675,165756.66
1676,173515.14
1677,200165.81
1678,609691.06
1679,398459.56
1680,318486.53
1681,227189.47
1682,276507.88
1683,166090.89
1684,157830.44
1685,183696.33
1686,156707.62
1687,179645.25
1688,178689.78
1689,176780.73
1690,210226.2
1691,187417.97
1692,241298.03
1693,169134.94
1694,198764.97
1695,162180.14
1696,280199.3
1697,169276.88
1698,317897.75
1699,337828.12
1700,220695.11
1701,229252.88
1702,264556.0
1703,222076.88
1704,314886.94
1705,240078.98
1706,339265.25
1707,199223.23
1708,190527.33
1709,259075.16
1710,220122.69
1711,253811.11
1712,242847.17
1713,209026.38
1714,199008.1
1715,185927.8
1716,172199.66
1717,172972.16
1718,151463.34
1719,193770.52
1720,239891.1
1721,152542.98
1722,139216.4
1723,165471.69
1724,171400.34
1725,230927.98
1726,166536.6
1727,149304.88
1728,158634.31
1729,166901.89
1730,146594.69
1731,152938.02
1732,135704.9
1733,138426.1
1734,140400.38
1735,128362.7
1736,138949.11
1737,336167.28
1738,277008.88
1739,219906.83
1740,204965.36
1741,187432.14
1742,145136.11
1743,168416.2
1744,286816.5
1745,222066.88
1746,215552.84
1747,187565.34
1748,213486.56
1749,162779.88
1750,151683.02
1751,252649.95
1752,150388.64
1753,167304.44
1754,200249.56
1755,169025.48
1756,154124.0
1757,150634.2
1758,154692.95
1759,188740.4
1760,185808.2
1761,176156.0
1762,199451.23
1763,160888.12
1764,120740.05
1765,169920.7
1766,216135.08
1767,279373.94
1768,144355.3
1769,174022.53
1770,174177.3
1771,136234.3
1772,143786.61
1773,149615.58
1774,140819.4
1775,159055.78
1776,120686.74
1777,128522.24
1778,127663.805
1779,120787.125
1780,181944.1
1781,142573.06
1782,108400.555
1783,154670.31
1784,83310.55
1785,96568.41
1786,142154.94
1787,139178.33
1788,21617.11
1789,116869.586
1790,76176.44
1791,243860.06
1792,169632.83
1793,118159.92
1794,152269.86
1795,154773.56
1796,145061.28
1797,155752.64
1798,120549.47
1799,132071.92
1800,139745.3
1801,145596.23
1802,134030.06
1803,173686.16
1804,153838.81
1805,156491.62
1806,156136.3
1807,150346.25
1808,131719.5
1809,156227.84
1810,146812.94
1811,54505.79
1812,91046.055
1813,133335.89
1814,111676.52
1815,72808.3
1816,115017.83
1817,81982.64
1818,149211.83
1819,127042.31
1820,82786.07
1821,127739.45
1822,169274.92
1823,63297.492
1824,137506.88
1825,142229.27
1826,136044.16
1827,137902.06
1828,139792.55
1829,141679.94
1830,145115.9
1831,162461.16
1832,62082.14
1833,133004.83
1834,142656.72
1835,162573.81
1836,150042.12
1837,118552.984
1838,139094.34
1839,85893.73
1840,156028.47
1841,137452.36
1842,114074.27
1843,164387.14
1844,143400.22
1845,136653.78
1846,165355.44
1847,145150.62
1848,45684.25
1849,107963.08
1850,149311.5
1851,147689.25
1852,123061.766
1853,147292.02
1854,186985.61
1855,164694.72
1856,209825.4
1857,149552.08
1858,114492.62
1859,110233.35
1860,142189.77
1861,120183.08
1862,277196.25
1863,316239.28
1864,276683.06
1865,376647.38
1866,309034.3
1867,230442.72
1868,310417.8
1869,216040.56
1870,239575.86
1871,235392.22
1872,175348.38
1873,260121.5
1874,146378.95
1875,196991.53
1876,218196.7
1877,215546.9
1878,186130.19
1879,151275.03
1880,139405.8
1881,253134.28
1882,216727.89
1883,196403.97
1884,184641.72
1885,217019.47
1886,305302.4
1887,190104.42
1888,288401.25
1889,167256.97
1890,151762.56
1891,135112.4
1892,103028.97
1893,156355.3
1894,136368.5
1895,141671.48
1896,126439.64
1897,137533.36
1898,138843.53
1899,120488.33
1900,147978.34
1901,168290.08
1902,148035.12
1903,155954.5
1904,143333.14
1905,201216.27
1906,161139.73
1907,220920.28
1908,141336.48
1909,161697.86
1910,120614.53
1911,186959.7
1912,386334.34
1913,164529.02
1914,65262.72
1915,270942.03
1916,65049.242
1917,220950.75
1918,140270.12
1919,186000.33
1920,161754.3
1921,342887.84
1922,287503.7
1923,240365.62
1924,215666.88
1925,184873.75
1926,346769.44
1927,132582.31
1928,177374.92
1929,131643.94
1930,121475.984
1931,127848.04
1932,166337.88
1933,141843.02
1934,178766.75
1935,159692.39
1936,186128.25
1937,237920.56
1938,174113.36
1939,213683.1
1940,155842.64
1941,174367.56
1942,173971.75
1943,200714.95
1944,269788.5
1945,318749.3
1946,218129.95
1947,249210.36
1948,215403.66
1949,254182.69
1950,188414.94
1951,243414.27
1952,246603.0
1953,191657.36
1954,192101.69
1955,167089.12
1956,276650.72
1957,151817.3
1958,290996.9
1959,157891.11
1960,117834.23
1961,120733.97
1962,129046.516
1963,122467.34
1964,136636.75
1965,149236.38
1966,148975.64
1967,314619.44
1968,379652.5
1969,404384.8
1970,376617.8
1971,430126.6
1972,316729.0
1973,237283.78
1974,276675.47
1975,465545.62
1976,261506.78
1977,462095.88
1978,353927.3
1979,299373.44
1980,220839.77
1981,331885.8
1982,198856.61
1983,180493.58
1984,164667.28
1985,223626.42
1986,213128.28
1987,180874.16
1988,165365.61
1989,201986.5
1990,198761.0
1991,201446.05
1992,232816.84
1993,172731.45
1994,196562.4
1995,211297.22
1996,253361.22
