Id,SalePrice
1461,144435.61
1462,164409.33
1463,160655.38
1464,180802.98
1465,197618.17
1466,179997.42
1467,204914.33
1468,179129.86
1469,169982.5
1470,138691.66
1471,165108.28
1472,124843.93
1473,108035.52
1474,135887.44
1475,132029.92
1476,340098.0
1477,234100.16
1478,221125.78
1479,247832.55
1480,245879.0
1481,189423.64
1482,190983.39
1483,206322.77
1484,176090.94
1485,186773.42
1486,175924.27
1487,223907.56
1488,192765.44
1489,226360.39
1490,172272.31
1491,177130.53
1492,118647.06
1493,245078.92
1494,187393.25
1495,179497.28
1496,247809.16
1497,164306.95
1498,166234.83
1499,146030.0
1500,148967.39
1501,137328.3
1502,145136.08
1503,280478.6
1504,163470.73
1505,176628.08
1506,162956.11
1507,155161.9
1508,177745.39
1509,164539.45
1510,144009.78
1511,145217.7
1512,150880.31
1513,173710.4
1514,284360.5
1515,204209.38
1516,131134.38
1517,228562.48
1518,155332.81
1519,200545.0
1520,130030.95
1521,139911.0
1522,144747.97
1523,128679.516
1524,108214.13
1525,160131.64
1526,130634.164
1527,191285.38
1528,195425.17
1529,134675.61
1530,183843.92
1531,105946.24
1532,167801.17
1533,127220.89
1534,188252.94
1535,172167.55
1536,141534.33
1537,155220.72
1538,216193.9
1539,221006.22
1540,174014.66
1541,156418.78
1542,150467.89
1543,188294.02
1544,159079.9
1545,146701.66
1546,98642.586
1547,128410.695
1548,177652.6
1549,197085.64
1550,120966.875
1551,114252.79
1552,133165.81
1553,316453.4
1554,170000.44
1555,136984.77
1556,157228.39
1557,158020.2
1558,110525.99
1559,147190.89
1560,224333.12
1561,157774.2
1562,172419.95
1563,133526.62
1564,140542.16
1565,127353.78
1566,181978.81
1567,121582.1
1568,185696.4
1569,171474.69
1570,169668.69
1571,136525.64
1572,166479.47
1573,312953.44
1574,155786.12
1575,198493.36
1576,173255.94
1577,176848.38
1578,233654.83
1579,175756.86
1580,169663.72
1581,158735.27
1582,127984.58
1583,172614.2
1584,166678.11
1585,140744.72
1586,182748.55
1587,140644.42
1588,140314.44
1589,187025.02
1590,163764.56
1591,125731.63
1592,166856.38
1593,142411.94
1594,148918.14
1595,149766.88
1596,160791.34
1597,180572.2
1598,188812.98
1599,161572.1
1600,169619.05
1601,156831.62
1602,138639.22
1603,142521.1
1604,190134.9
1605,172874.28
1606,171969.45
1607,174865.66
1608,192622.06
1609,198377.34
1610,151792.53
1611,163240.12
1612,169860.88
1613,142193.22
1614,117828.14
1615,140186.39
1616,126820.984
1617,104821.74
1618,200576.72
1619,130228.375
1620,158302.89
1621,167768.27
1622,159698.92
1623,193361.55
1624,160510.02
1625,128855.22
1626,145234.78
1627,153797.83
1628,195558.88
1629,177477.38
1630,191045.1
1631,196158.38
1632,183700.67
1633,151669.94
1634,152345.12
1635,161298.12
1636,158059.06
1637,215474.25
1638,181909.23
1639,169413.19
1640,204295.97
1641,183203.48
1642,165237.81
1643,170747.3
1644,161425.1
1645,167663.75
1646,165708.56
1647,142981.48
1648,146510.94
1649,139454.11
1650,146458.94
1651,187447.52
1652,116794.48
1653,119749.516
1654,135569.72
1655,134735.28
1656,148790.73
1657,134485.28
1658,131499.8
1659,160592.66
1660,197936.69
1661,231862.25
1662,247096.53
1663,217632.86
1664,220638.86
1665,245761.4
1666,288729.2
1667,322591.47
1668,400353.5
1669,269923.84
1670,257331.53
1671,220604.73
1672,299634.34
1673,186193.42
1674,234025.56
1675,158607.39
1676,155003.73
1677,176512.25
1678,270223.5
1679,217185.67
1680,255574.94
1681,256569.0
1682,201125.5
1683,171428.12
1684,160506.22
1685,157915.81
1686,169754.22
1687,174793.5
1688,178398.84
1689,177525.05
1690,176727.92
1691,176769.58
1692,179240.67
1693,158362.77
1694,160840.77
1695,162253.84
1696,181192.88
1697,165503.12
1698,189767.27
1699,235912.05
1700,150945.39
1701,181477.22
1702,218734.75
1703,179477.94
1704,180214.2
1705,248443.28
1706,188016.36
1707,202966.17
1708,179893.9
1709,292717.8
1710,215305.92
1711,185472.22
1712,243035.36
1713,171170.27
1714,167360.1
1715,174459.56
1716,168322.06
1717,144956.55
1718,165940.69
1719,194324.66
1720,180255.23
1721,162578.03
1722,145666.0
1723,167899.45
1724,189940.62
1725,188233.78
1726,131457.42
1727,180463.03
1728,137754.31
1729,162657.14
1730,156646.38
1731,96705.28
1732,126798.73
1733,142566.95
1734,153436.22
1735,188503.55
1736,115177.26
1737,189396.72
1738,183676.55
1739,163315.47
1740,164321.45
1741,147401.31
1742,120371.586
1743,160128.16
1744,252934.19
1745,152210.75
1746,186171.1
1747,169114.86
1748,165165.98
1749,141478.6
1750,136769.73
1751,170734.72
1752,127412.44
1753,142686.22
1754,179090.7
1755,148419.94
1756,138259.53
1757,131800.9
1758,106333.69
1759,119012.0
1760,144667.56
1761,165588.31
1762,121949.414
1763,142756.36
1764,121836.67
1765,143659.11
1766,151251.77
1767,284030.4
1768,142115.44
1769,144539.53
1770,208974.1
1771,149042.34
1772,151295.08
1773,137488.75
1774,166291.08
1775,134316.06
1776,139081.12
1777,118564.375
1778,174851.1
1779,92808.71
1780,193469.56
1781,146373.2
1782,111307.3
1783,187715.17
1784,164639.8
1785,162603.53
1786,137486.0
1787,243237.4
1788,125887.37
1789,143447.14
1790,122927.55
1791,153480.28
1792,149505.17
1793,134413.64
1794,222638.95
1795,113414.48
1796,123244.984
1797,132332.22
1798,121727.734
1799,145736.48
1800,146564.81
1801,163777.83
1802,194236.23
1803,145283.83
1804,157397.08
1805,141099.14
1806,435707.75
1807,176467.53
1808,212709.64
1809,213866.52
1810,116665.66
1811,130436.89
1812,159664.5
1813,147373.05
1814,166913.36
1815,110390.16
1816,132564.45
1817,126631.984
1818,110833.21
1819,196225.27
1820,136366.42
1821,162488.34
1822,173762.83
1823,153726.53
1824,157572.62
1825,162532.5
1826,126977.75
1827,142491.33
1828,126302.86
1829,159214.02
1830,175708.66
1831,304844.12
1832,140101.05
1833,123596.17
1834,168207.56
1835,282305.56
1836,114493.49
1837,151623.62
1838,143426.31
1839,142783.67
1840,157081.0
1841,198288.83
1842,166801.2
1843,135737.47
1844,155448.44
1845,163776.22
1846,141651.23
1847,133239.03
1848,85797.42
1849,117050.28
1850,107745.33
1851,105380.63
1852,166610.02
1853,141526.27
1854,142242.92
1855,147422.05
1856,144430.39
1857,374989.97
1858,163315.67
1859,156714.42
1860,143282.5
1861,147919.88
1862,144952.31
1863,166880.12
1864,141861.75
1865,239349.67
1866,259446.27
1867,188232.73
1868,222300.52
1869,165946.4
1870,200002.27
1871,250240.33
1872,177815.78
1873,191997.11
1874,157851.47
1875,196015.98
1876,146834.88
1877,182510.39
1878,217435.5
1879,141772.27
1880,139227.06
1881,164658.78
1882,203377.97
1883,174099.83
1884,160200.12
1885,216763.12
1886,226111.9
1887,190429.08
1888,193159.56
1889,166081.55
1890,143694.66
1891,159572.56
1892,75077.48
1893,142403.66
1894,158323.84
1895,97543.21
1896,131607.5
1897,137434.73
1898,80071.33
1899,169641.53
1900,166495.14
1901,126260.83
1902,129729.53
1903,140734.45
1904,81006.89
1905,137134.72
1906,172316.8
1907,136923.31
1908,156456.98
1909,172311.19
1910,132575.66
1911,174020.9
1912,280409.78
1913,182255.14
1914,119332.67
1915,261523.92
1916,123795.22
1917,147209.53
1918,149789.02
1919,156343.6
1920,166188.3
1921,190249.86
1922,238628.06
1923,231909.1
1924,171931.55
1925,191860.95
1926,213278.42
1927,133229.1
1928,184388.36
1929,125839.28
1930,163402.31
1931,155805.22
1932,150249.61
1933,140367.8
1934,166299.94
1935,151109.83
1936,162184.05
1937,163392.19
1938,189579.75
1939,177047.08
1940,157809.89
1941,186002.39
1942,153062.81
1943,169679.72
1944,215806.16
1945,293038.9
1946,125846.586
1947,183691.08
1948,159333.67
1949,195828.11
1950,221984.48
1951,197410.73
1952,175056.89
1953,154777.61
1954,198466.4
1955,117299.84
1956,194743.42
1957,166035.61
1958,220986.75
1959,158328.2
1960,127943.08
1961,116220.59
1962,116711.25
1963,120825.53
1964,126234.13
1965,135818.2
1966,156014.66
1967,274807.3
1968,176296.5
1969,223723.81
1970,216310.22
1971,213551.34
1972,192637.3
1973,187835.2
1974,212824.44
1975,280528.06
1976,207886.0
1977,239055.36
1978,213642.45
1979,251394.4
1980,184548.27
1981,258266.75
1982,181113.45
1983,187798.98
1984,154610.36
1985,169592.42
1986,166622.36
1987,218933.19
1988,166280.45
1989,181752.73
1990,191669.55
1991,195472.97
1992,175259.92
1993,139183.75
1994,174713.66
1995,180619.27
1996,188839.4
1997,222311.08
1998,206960.42
